19.424767,-99.128190,10/13/2024,00:31:32,-67
19.424972,-99.128245,10/13/2024,01:13:42,-65
19.424972,-99.128245,10/13/2024,01:13:42,-64
19.426808,-99.132610,10/13/2024,01:47:25,-80
19.426735,-99.132552,10/13/2024,01:47:26,-79
19.426735,-99.132552,10/13/2024,01:47:26,-85
19.426770,-99.132920,10/13/2024,01:47:36,-74
19.426765,-99.132885,10/13/2024,01:47:44,-74
19.426760,-99.132975,10/13/2024,01:47:51,-74
19.426760,-99.132975,10/13/2024,01:47:51,-77
19.426760,-99.132975,10/13/2024,01:47:51,-77
19.426760,-99.132975,10/13/2024,01:47:51,-76
19.426760,-99.132975,10/13/2024,01:47:51,-79
19.426757,-99.132842,10/13/2024,01:48:21,-77
19.426757,-99.132842,10/13/2024,01:48:21,-81
19.426773,-99.132908,10/13/2024,01:48:28,-81
19.426805,-99.132938,10/13/2024,01:48:34,-72
19.426857,-99.132970,10/13/2024,01:48:54,-76
19.426857,-99.132970,10/13/2024,01:48:54,-71
19.426857,-99.132970,10/13/2024,01:48:54,-75
19.426848,-99.132918,10/13/2024,01:49:08,-77
19.426857,-99.132927,10/13/2024,01:49:14,-80
19.426857,-99.132927,10/13/2024,01:49:14,-76
19.426855,-99.132913,10/13/2024,01:49:28,-79
19.426898,-99.132957,10/13/2024,01:49:35,-83
19.426963,-99.132985,10/13/2024,01:49:43,-76
19.426963,-99.132985,10/13/2024,01:49:43,-67
19.427008,-99.132987,10/13/2024,01:49:49,-72
19.427008,-99.132987,10/13/2024,01:49:49,-75
19.427062,-99.132992,10/13/2024,01:50:03,-67
19.427195,-99.132977,10/13/2024,01:50:20,-75
19.427272,-99.132958,10/13/2024,01:50:27,-78
19.427277,-99.132958,10/13/2024,01:50:28,-74
19.427332,-99.132940,10/13/2024,01:50:34,-64
19.427483,-99.132862,10/13/2024,01:50:48,-76
19.427565,-99.132865,10/13/2024,01:50:55,-70
19.427565,-99.132865,10/13/2024,01:50:55,-78
19.427565,-99.132865,10/13/2024,01:50:55,-77
19.427743,-99.132857,10/13/2024,01:51:15,-77
19.427820,-99.132847,10/13/2024,01:51:23,-79
19.427820,-99.132847,10/13/2024,01:51:23,-81
19.427820,-99.132847,10/13/2024,01:51:23,-74
19.427855,-99.132838,10/13/2024,01:51:44,-78
19.427915,-99.132860,10/13/2024,01:51:52,-81
19.427915,-99.132860,10/13/2024,01:51:52,-76
19.427915,-99.132860,10/13/2024,01:51:52,-74
19.428195,-99.132818,10/13/2024,01:52:23,-68
19.428205,-99.132815,10/13/2024,01:52:24,-73
19.428205,-99.132815,10/13/2024,01:52:24,-75
19.428205,-99.132815,10/13/2024,01:52:24,-73
19.428500,-99.132738,10/13/2024,01:52:55,-68
19.428500,-99.132738,10/13/2024,01:52:55,-77
19.428500,-99.132738,10/13/2024,01:52:55,-70
19.428500,-99.132738,10/13/2024,01:52:55,-67
19.428500,-99.132738,10/13/2024,01:52:55,-75
19.428750,-99.132737,10/13/2024,01:53:21,-82
19.428760,-99.132735,10/13/2024,01:53:22,-78
19.428760,-99.132735,10/13/2024,01:53:22,-71
19.428853,-99.132737,10/13/2024,01:53:33,-70
19.428853,-99.132737,10/13/2024,01:53:33,-80
19.429095,-99.132622,10/13/2024,01:53:59,-79
19.429095,-99.132622,10/13/2024,01:53:59,-80
19.429252,-99.132602,10/13/2024,01:54:14,-69
19.429252,-99.132602,10/13/2024,01:54:14,-70
19.429315,-99.132603,10/13/2024,01:54:20,-77
19.429372,-99.132595,10/13/2024,01:54:26,-58
19.429518,-99.132607,10/13/2024,01:54:40,-64
19.429662,-99.132610,10/13/2024,01:54:55,-70
19.429662,-99.132610,10/13/2024,01:54:55,-74
19.429737,-99.132612,10/13/2024,01:55:01,-69
19.429737,-99.132612,10/13/2024,01:55:01,-72
19.429797,-99.132618,10/13/2024,01:55:07,-65
19.429970,-99.132553,10/13/2024,01:55:23,-70
19.430010,-99.132520,10/13/2024,01:55:30,-52
19.430057,-99.132507,10/13/2024,01:55:38,-71
19.430057,-99.132507,10/13/2024,01:55:38,-71
19.430197,-99.132527,10/13/2024,01:55:54,-73
19.430197,-99.132527,10/13/2024,01:55:54,-62
19.430197,-99.132527,10/13/2024,01:55:54,-69
19.430197,-99.132527,10/13/2024,01:55:54,-72
19.430577,-99.132490,10/13/2024,01:56:39,-72
19.430577,-99.132490,10/13/2024,01:56:39,-67
19.430577,-99.132490,10/13/2024,01:56:39,-67
19.430667,-99.132485,10/13/2024,01:56:50,-79
19.430778,-99.132430,10/13/2024,01:57:04,-80
19.430783,-99.132427,10/13/2024,01:57:05,-80
19.430838,-99.132395,10/13/2024,01:57:12,-82
19.430897,-99.132380,10/13/2024,01:57:18,-85
19.430960,-99.132410,10/13/2024,01:57:25,-84
19.431047,-99.132428,10/13/2024,01:57:33,-82
19.431047,-99.132428,10/13/2024,01:57:33,-78
19.431102,-99.132467,10/13/2024,01:57:39,-78
19.431102,-99.132467,10/13/2024,01:57:39,-84
19.431102,-99.132467,10/13/2024,01:57:39,-73
19.431253,-99.132515,10/13/2024,01:57:53,-76
19.431317,-99.132505,10/13/2024,01:58:00,-71
19.431317,-99.132505,10/13/2024,01:58:00,-75
19.431602,-99.132378,10/13/2024,01:58:34,-80
19.431602,-99.132378,10/13/2024,01:58:34,-81
19.431622,-99.132413,10/13/2024,01:58:41,-79
19.431603,-99.132388,10/13/2024,01:58:55,-70
19.431603,-99.132350,10/13/2024,01:59:02,-79
19.431603,-99.132350,10/13/2024,01:59:02,-83
19.431605,-99.132325,10/13/2024,01:59:09,-80
19.431605,-99.132325,10/13/2024,01:59:09,-76
19.431615,-99.132317,10/13/2024,01:59:22,-79
19.431567,-99.132260,10/13/2024,01:59:50,-81
19.431565,-99.132255,10/13/2024,01:59:51,-81
19.431563,-99.132262,10/13/2024,01:59:55,-82
19.431563,-99.132262,10/13/2024,01:59:55,-88
0.013333,-99.132263,10/13/2024,02:00:09,-83
19.431555,-99.132292,10/13/2024,02:00:15,-78
19.431553,-99.132295,10/13/2024,02:00:16,-80
19.431553,-99.132295,10/13/2024,02:00:16,-82
19.431557,-99.132333,10/13/2024,02:00:29,-81
19.431562,-99.132362,10/13/2024,02:00:49,-82
19.431562,-99.132362,10/13/2024,02:00:49,-85
19.431562,-99.132358,10/13/2024,02:00:56,-84
19.431562,-99.132358,10/13/2024,02:00:56,-80
19.431560,-99.132253,10/13/2024,02:01:17,-84
19.431562,-99.132248,10/13/2024,02:01:18,-76
19.431562,-99.132248,10/13/2024,02:01:18,-81
19.431582,-99.132255,10/13/2024,02:01:38,-70
19.431582,-99.132255,10/13/2024,02:01:46,-77
19.431582,-99.132255,10/13/2024,02:01:46,-86
19.431582,-99.132255,10/13/2024,02:01:46,-81
19.431582,-99.132255,10/13/2024,02:01:46,-87
19.431582,-99.132255,10/13/2024,02:01:46,-84
19.431582,-99.132255,10/13/2024,02:01:46,-87
19.431833,-99.132338,10/13/2024,02:02:17,-72
19.431892,-99.132348,10/13/2024,02:02:23,-72
19.431950,-99.132353,10/13/2024,02:02:28,-66
19.432015,-99.132370,10/13/2024,02:02:35,-89
19.432065,-99.132385,10/13/2024,02:02:40,-84
19.432065,-99.132385,10/13/2024,02:02:40,-71
19.432418,-99.132337,10/13/2024,02:03:10,-88
19.432418,-99.132337,10/13/2024,02:03:10,-84
19.432565,-99.132337,10/13/2024,02:03:26,-79
19.432572,-99.132335,10/13/2024,02:03:27,-86
19.432572,-99.132335,10/13/2024,02:03:27,-81
19.432572,-99.132335,10/13/2024,02:03:27,-85
19.432752,-99.132337,10/13/2024,02:03:49,-82
19.432812,-99.132340,10/13/2024,02:03:54,-83
19.432827,-99.132345,10/13/2024,02:03:55,-85
19.432827,-99.132345,10/13/2024,02:03:55,-78
19.432827,-99.132345,10/13/2024,02:03:55,-76
19.432827,-99.132345,10/13/2024,02:03:55,-80
19.433065,-99.132348,10/13/2024,02:04:14,-84
19.433065,-99.132348,10/13/2024,02:04:14,-78
19.433222,-99.132253,10/13/2024,02:04:38,-79
19.433222,-99.132253,10/13/2024,02:04:38,-83
19.433222,-99.132253,10/13/2024,02:04:38,-92
19.433222,-99.132253,10/13/2024,02:04:38,-80
19.433222,-99.132253,10/13/2024,02:04:38,-86
19.433435,-99.132172,10/13/2024,02:05:01,-85
19.433522,-99.132172,10/13/2024,02:05:08,-75
19.433688,-99.131962,10/13/2024,02:05:25,-76
19.433688,-99.131962,10/13/2024,02:05:25,-76
19.433688,-99.131962,10/13/2024,02:05:25,-75
19.433688,-99.131962,10/13/2024,02:05:25,-80
19.433702,-99.131823,10/13/2024,02:05:38,-87
19.433615,-99.131672,10/13/2024,02:05:50,-86
19.433518,-99.131512,10/13/2024,02:06:03,-78
19.433507,-99.131503,10/13/2024,02:06:04,-83
19.433500,-99.131435,10/13/2024,02:06:10,-82
19.433467,-99.131278,10/13/2024,02:06:22,-78
19.433455,-99.131215,10/13/2024,02:06:28,-75
19.433457,-99.131207,10/13/2024,02:06:29,-68
19.433453,-99.131132,10/13/2024,02:06:35,-71
19.433485,-99.130972,10/13/2024,02:06:49,-79
19.433475,-99.130888,10/13/2024,02:06:56,-75
19.433475,-99.130888,10/13/2024,02:06:56,-75
19.433475,-99.130888,10/13/2024,02:06:56,-74
19.433445,-99.130818,10/13/2024,02:07:04,-76
19.433443,-99.130652,10/13/2024,02:07:18,-74
19.433457,-99.130472,10/13/2024,02:07:31,-79
19.433438,-99.130357,10/13/2024,02:07:39,-73
19.433438,-99.130357,10/13/2024,02:07:39,-76
19.433447,-99.130287,10/13/2024,02:07:45,-76
19.433447,-99.130287,10/13/2024,02:07:45,-66
19.433422,-99.130120,10/13/2024,02:07:57,-67
19.433403,-99.130025,10/13/2024,02:08:04,-68
19.433425,-99.129955,10/13/2024,02:08:11,-77
19.433397,-99.129947,10/13/2024,02:08:17,-84
19.433350,-99.129945,10/13/2024,02:08:24,-78
19.433350,-99.129945,10/13/2024,02:08:24,-87
19.433350,-99.129945,10/13/2024,02:08:24,-77
19.433350,-99.129945,10/13/2024,02:08:24,-77
19.433055,-99.129923,10/13/2024,02:08:49,-80
19.433055,-99.129923,10/13/2024,02:08:49,-74
19.432785,-99.129940,10/13/2024,02:09:14,-82
19.432777,-99.129947,10/13/2024,02:09:15,-71
19.432777,-99.129947,10/13/2024,02:09:15,-66
19.432777,-99.129947,10/13/2024,02:09:15,-72
19.432550,-99.129972,10/13/2024,02:09:34,-68
19.432550,-99.129972,10/13/2024,02:09:34,-71
19.432462,-99.130000,10/13/2024,02:09:41,-67
19.432462,-99.130000,10/13/2024,02:09:41,-72
19.432233,-99.130022,10/13/2024,02:10:01,-80
19.432142,-99.130083,10/13/2024,02:10:09,-78
19.432142,-99.130083,10/13/2024,02:10:09,-81
19.432075,-99.130115,10/13/2024,02:10:15,-72
19.432062,-99.130120,10/13/2024,02:10:16,-78
19.431830,-99.130132,10/13/2024,02:10:35,-80
19.431752,-99.130127,10/13/2024,02:10:41,-77
19.431738,-99.130130,10/13/2024,02:10:42,-70
19.431738,-99.130130,10/13/2024,02:10:42,-65
19.431667,-99.130125,10/13/2024,02:10:48,-66
19.431538,-99.130125,10/13/2024,02:11:00,-60
19.431463,-99.130160,10/13/2024,02:11:14,-60
19.431497,-99.130178,10/13/2024,02:11:20,-64
19.431498,-99.130183,10/13/2024,02:11:21,-76
19.431500,-99.130193,10/13/2024,02:11:27,-78
19.431500,-99.130193,10/13/2024,02:11:27,-78
19.431500,-99.130193,10/13/2024,02:11:27,-83
19.431208,-99.130207,10/13/2024,02:11:50,-80
19.431198,-99.130208,10/13/2024,02:11:51,-69
19.431152,-99.130218,10/13/2024,02:11:55,-74
19.431002,-99.130222,10/13/2024,02:12:08,-66
19.431002,-99.130222,10/13/2024,02:12:08,-70
19.431002,-99.130222,10/13/2024,02:12:08,-69
19.430702,-99.130250,10/13/2024,02:12:31,-75
19.430642,-99.130270,10/13/2024,02:12:37,-81
19.430602,-99.130317,10/13/2024,02:12:44,-85
19.430602,-99.130317,10/13/2024,02:12:44,-81
19.430602,-99.130317,10/13/2024,02:12:44,-82
19.430652,-99.130557,10/13/2024,02:13:04,-80
19.430652,-99.130557,10/13/2024,02:13:04,-85
19.430677,-99.130678,10/13/2024,02:13:17,-86
19.430687,-99.130720,10/13/2024,02:13:24,-88
19.430687,-99.130720,10/13/2024,02:13:24,-78
19.430687,-99.130720,10/13/2024,02:13:24,-86
19.430710,-99.131053,10/13/2024,02:13:52,-71
19.430710,-99.131053,10/13/2024,02:13:52,-76
19.430740,-99.131128,10/13/2024,02:13:59,-78
19.430808,-99.131150,10/13/2024,02:14:13,-73
19.430808,-99.131150,10/13/2024,02:14:13,-72
19.430920,-99.131125,10/13/2024,02:14:20,-67
19.430920,-99.131125,10/13/2024,02:14:20,-70
19.431060,-99.131123,10/13/2024,02:14:33,-63
19.431133,-99.131128,10/13/2024,02:14:40,-75
19.431133,-99.131128,10/13/2024,02:14:40,-73
19.431133,-99.131128,10/13/2024,02:14:40,-72
19.431317,-99.131117,10/13/2024,02:15:00,-75
19.431368,-99.131110,10/13/2024,02:15:04,-71
19.431442,-99.131098,10/13/2024,02:15:11,-73
19.431415,-99.131083,10/13/2024,02:15:17,-74
19.431353,-99.131085,10/13/2024,02:15:24,-79
19.431353,-99.131085,10/13/2024,02:15:24,-81
19.431015,-99.131117,10/13/2024,02:15:53,-78
19.431015,-99.131117,10/13/2024,02:15:53,-74
19.431015,-99.131117,10/13/2024,02:15:53,-77
19.430953,-99.131112,10/13/2024,02:15:57,-78
19.430902,-99.131123,10/13/2024,02:16:04,-83
19.430807,-99.131230,10/13/2024,02:16:19,-82
19.430807,-99.131230,10/13/2024,02:16:19,-71
19.430807,-99.131230,10/13/2024,02:16:19,-81
19.430807,-99.131230,10/13/2024,02:16:19,-84
19.430820,-99.131662,10/13/2024,02:16:52,-87
19.430825,-99.131677,10/13/2024,02:16:53,-83
19.430840,-99.131742,10/13/2024,02:16:59,-79
19.430865,-99.131900,10/13/2024,02:17:13,-75
19.430867,-99.131912,10/13/2024,02:17:14,-74
19.430893,-99.132007,10/13/2024,02:17:21,-74
19.430920,-99.132172,10/13/2024,02:17:34,-79
19.430945,-99.132267,10/13/2024,02:17:42,-81
19.430945,-99.132267,10/13/2024,02:17:42,-82
19.430972,-99.132338,10/13/2024,02:17:50,-73
19.430972,-99.132338,10/13/2024,02:17:50,-83
19.431073,-99.132423,10/13/2024,02:18:03,-80
19.431073,-99.132423,10/13/2024,02:18:03,-80
19.431073,-99.132423,10/13/2024,02:18:03,-76
19.431238,-99.132503,10/13/2024,02:18:23,-85
19.431313,-99.132500,10/13/2024,02:18:30,-81
19.431313,-99.132500,10/13/2024,02:18:30,-86
19.431465,-99.132475,10/13/2024,02:18:43,-79
19.431620,-99.132407,10/13/2024,02:18:54,-78
19.431675,-99.132395,10/13/2024,02:18:58,-80
19.431675,-99.132395,10/13/2024,02:18:58,-80
19.431815,-99.132390,10/13/2024,02:19:09,-79
19.431948,-99.132417,10/13/2024,02:19:21,-84
19.432017,-99.132448,10/13/2024,02:19:28,-67
19.432163,-99.132445,10/13/2024,02:19:44,-71
19.432187,-99.132418,10/13/2024,02:19:51,-69
19.432187,-99.132418,10/13/2024,02:19:51,-71
19.432187,-99.132418,10/13/2024,02:19:51,-91
19.432278,-99.132337,10/13/2024,02:20:13,-79
19.432468,-99.132342,10/13/2024,02:20:31,-78
19.432468,-99.132342,10/13/2024,02:20:31,-87
19.432563,-99.132338,10/13/2024,02:20:42,-84
19.432627,-99.132317,10/13/2024,02:20:48,-83
19.432627,-99.132317,10/13/2024,02:20:48,-88
19.432627,-99.132317,10/13/2024,02:20:48,-79
19.432627,-99.132317,10/13/2024,02:20:48,-80
19.432627,-99.132317,10/13/2024,02:20:48,-83
19.433175,-99.132325,10/13/2024,02:21:33,-84
19.433175,-99.132325,10/13/2024,02:21:33,-80
19.433225,-99.132343,10/13/2024,02:21:38,-75
19.433225,-99.132343,10/13/2024,02:21:38,-83
19.433412,-99.132458,10/13/2024,02:22:01,-79
19.433420,-99.132465,10/13/2024,02:22:02,-78
19.433458,-99.132497,10/13/2024,02:22:07,-85
19.433530,-99.132645,10/13/2024,02:22:26,-79
19.433530,-99.132645,10/13/2024,02:22:26,-75
19.433612,-99.132807,10/13/2024,02:22:43,-76
19.433612,-99.132807,10/13/2024,02:22:43,-77
19.433612,-99.132807,10/13/2024,02:22:43,-76
19.433645,-99.133015,10/13/2024,02:23:00,-78
19.433648,-99.133073,10/13/2024,02:23:05,-78
19.433648,-99.133083,10/13/2024,02:23:06,-76
19.433717,-99.133162,10/13/2024,02:23:30,-74
19.433748,-99.133078,10/13/2024,02:23:46,-78
19.433747,-99.133077,10/13/2024,02:23:47,-72
19.433747,-99.133070,10/13/2024,02:23:52,-77
19.433747,-99.133078,10/13/2024,02:23:53,-78
19.433738,-99.133283,10/13/2024,02:24:10,-79
19.433738,-99.133373,10/13/2024,02:24:16,-68
19.433742,-99.133388,10/13/2024,02:24:17,-81
19.433742,-99.133388,10/13/2024,02:24:17,-75
19.433745,-99.133468,10/13/2024,02:24:23,-76
19.433745,-99.133468,10/13/2024,02:24:23,-68
19.433822,-99.133748,10/13/2024,02:24:48,-72
19.433822,-99.133748,10/13/2024,02:24:48,-75
19.433822,-99.133748,10/13/2024,02:24:48,-73
19.433957,-99.133893,10/13/2024,02:25:06,-79
19.433957,-99.133893,10/13/2024,02:25:06,-76
19.434000,-99.133945,10/13/2024,02:25:11,-78
19.434015,-99.133952,10/13/2024,02:25:12,-73
19.434242,-99.133880,10/13/2024,02:25:36,-76
19.434242,-99.133880,10/13/2024,02:25:36,-77
19.434242,-99.133880,10/13/2024,02:25:36,-73
19.434242,-99.133880,10/13/2024,02:25:36,-58
19.434242,-99.133880,10/13/2024,02:25:36,-69
19.434488,-99.133855,10/13/2024,02:26:07,-74
19.434488,-99.133855,10/13/2024,02:26:07,-71
19.434557,-99.133880,10/13/2024,02:26:13,-71
19.434573,-99.133883,10/13/2024,02:26:14,-71
19.434813,-99.133843,10/13/2024,02:26:33,-74
19.434902,-99.133812,10/13/2024,02:26:40,-72
19.434913,-99.133808,10/13/2024,02:26:41,-70
19.434913,-99.133808,10/13/2024,02:26:41,-76
19.435063,-99.133807,10/13/2024,02:26:53,-74
19.435147,-99.133818,10/13/2024,02:27:00,-71
19.435147,-99.133818,10/13/2024,02:27:00,-74
19.435293,-99.133893,10/13/2024,02:27:20,-71
19.435300,-99.133893,10/13/2024,02:27:21,-67
19.435300,-99.133893,10/13/2024,02:27:21,-64
19.435553,-99.133898,10/13/2024,02:27:41,-74
19.435553,-99.133898,10/13/2024,02:27:41,-75
19.435642,-99.133873,10/13/2024,02:27:48,-79
19.435792,-99.133850,10/13/2024,02:28:02,-75
19.435873,-99.133850,10/13/2024,02:28:09,-73
19.435890,-99.133848,10/13/2024,02:28:10,-66
19.435890,-99.133848,10/13/2024,02:28:10,-69
19.435890,-99.133848,10/13/2024,02:28:10,-75
19.436130,-99.133817,10/13/2024,02:28:40,-71
19.436130,-99.133817,10/13/2024,02:28:40,-68
19.436130,-99.133817,10/13/2024,02:28:40,-68
19.436110,-99.133808,10/13/2024,02:29:02,-69
19.436110,-99.133808,10/13/2024,02:29:02,-68
19.436110,-99.133808,10/13/2024,02:29:02,-78
19.436135,-99.133777,10/13/2024,02:29:09,-79
19.436135,-99.133777,10/13/2024,02:29:09,-76
19.436260,-99.133802,10/13/2024,02:29:23,-63
19.436418,-99.133815,10/13/2024,02:29:37,-71
19.436418,-99.133815,10/13/2024,02:29:37,-70
19.436418,-99.133815,10/13/2024,02:29:37,-73
19.436727,-99.133733,10/13/2024,02:30:06,-63
19.436727,-99.133733,10/13/2024,02:30:06,-79
19.436842,-99.133740,10/13/2024,02:30:13,-75
19.437035,-99.133713,10/13/2024,02:30:27,-71
19.437072,-99.133775,10/13/2024,02:30:34,-79
19.437075,-99.133785,10/13/2024,02:30:35,-72
19.437110,-99.133832,10/13/2024,02:30:41,-75
19.437172,-99.133880,10/13/2024,02:30:48,-76
19.437248,-99.133865,10/13/2024,02:30:55,-75
